Customer_Tenure,Last_Engagement_Days,Total_Interactions,Time_Spent_per_Session,Feature_Usage_Variability,Weekend_Engagement,Support_Tickets_Opened,Months_Since_Last_Upgrade,Auto_Renewal_Enabled,Discount_Usage_Frequency,Average_Purchase_Interval,Last_Payment_Amount,Failed_Payment_Count,Sentiment_Score,Review_Count,Social_Media_Engagement,Referral_Count,Bug_Report_Submissions,Revenue,Churn,Log_Lifetime_Value,Log_Customer_Monetary_Value,Engagement_Score,Interaction_FeatureUsage_LastEngagement,Interaction_Subscription_Discount,Interaction_Engagement_Subscription,Engagement_Ratio,Lifetime_Div_Discount,Preferred_Communication_Freq,Age_Group_25-34,Age_Group_35-44,Age_Group_45-54,Age_Group_55+,Gender_Male,Gender_Non-binary,Region_International,Region_North,Region_South,Region_West,Subscription_Type_Free,Subscription_Type_Premium,Subscription_Type_VIP,Payment_Frequency_One-time,Payment_Frequency_Yearly,Payment_Method_Credit Card,Payment_Method_PayPal,Most_Used_Feature_Feature_B,Most_Used_Feature_Feature_C,Most_Used_Feature_Feature_D,Least_Used_Feature_Feature_B,Least_Used_Feature_Feature_C,Least_Used_Feature_Feature_D,Season_Spring,Season_Summer,Season_Winter
0.7413793103448275,0.9553072625698324,0.45674044265593566,0.6896551724137931,0.0,0.68,0.6666666666666666,0.34782608695652173,0.0,0.9285714285714285,0.9827586206896551,0.37684210526315787,0.0,0.7000000000000001,0.6938775510204082,0.15,0.6000000000000001,1.0,0.04537815126050421,1,1.0,0.8000000000000002,0.5588235294117647,0.0,0.0,0.0,0.0038587690526721975,0.07213930348258707,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.689655172413793,0.5307262569832403,0.25150905432595577,0.7586206896551725,0.2,0.5,0.2222222222222222,0.43478260869565216,1.0,0.5714285714285714,0.9655172413793103,0.7810526315789473,0.0,0.67,0.36734693877551017,0.58,0.0,0.3333333333333333,0.2285714285714286,1,0.6666666666666666,0.8000000000000002,0.4375,0.10674157303370788,0.2222222222222222,0.16853932584269662,0.007042253521126762,0.014925373134328358,0.6666666666666661,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.05172413793103448,0.9273743016759777,0.41851106639839036,0.13793103448275862,0.6000000000000001,0.84,0.7777777777777777,0.2608695652173913,1.0,0.0,0.793103448275862,1.0,0.0,0.18,0.2040816326530612,0.81,0.8,1.0,0.7092436974789916,1,0.8333333333333333,0.8000000000000002,0.3602941176470588,0.5595505617977529,0.0,0.14232209737827717,0.0020258537526529033,0.3656716417910448,0.6666666666666661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8103448275862069,0.48603351955307267,0.14688128772635817,0.1724137931034483,0.8,0.62,0.6666666666666666,1.0,1.0,0.6428571428571428,0.6551724137931034,0.19999999999999998,0.25,0.05,0.2040816326530612,0.23,1.0,0.6666666666666666,0.20336134453781513,1,0.8333333333333333,0.8000000000000002,0.18014705882352938,0.3910112359550562,0.5,0.16229712858926343,0.0052093382211074665,0.03731343283582089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9482758620689654,0.8715083798882682,0.22937625754527166,0.5172413793103449,0.6000000000000001,0.28,0.0,0.8695652173913043,1.0,0.7857142857142857,0.6379310344827586,0.8947368421052632,0.0,0.1,0.2040816326530612,0.12,0.0,1.0,0.2050420168067227,1,0.6666666666666666,0.8000000000000002,0.3125,0.5258426966292136,0.0,0.0,0.0052093382211074665,0.009950248756218905,0.6666666666666661,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4310344827586207,0.08379888268156425,0.9939637826961771,0.06896551724137931,0.2,0.02,0.8888888888888888,0.9565217391304348,1.0,0.7142857142857142,0.8620689655172413,0.09052631578947368,0.25,0.07,0.4081632653061224,0.35000000000000003,1.0,0.6666666666666666,0.24705882352941178,1,0.8333333333333333,0.6,0.5845588235294118,0.016853932584269666,0.0,0.0,9.646922631680478e-05,0.03233830845771144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.9655172413793103,0.547486033519553,0.34004024144869216,0.7241379310344828,0.8,0.35000000000000003,0.2222222222222222,0.6956521739130435,1.0,1.0,0.5517241379310345,0.12421052631578947,0.0,0.6,0.5306122448979591,0.48,1.0,0.6666666666666666,1.0,1,0.6666666666666666,0.6,0.4595588235294118,0.44044943820224725,0.38888888888888884,0.1760299625468165,0.004726992089523442,0.009950248756218905,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1896551724137931,0.10614525139664804,0.6156941649899397,0.6551724137931035,0.4,0.72,0.6666666666666666,0.21739130434782608,0.0,0.2857142857142857,0.3448275862068966,0.7536842105263157,0.0,0.22,0.3469387755102041,0.81,0.4,0.0,0.35294117647058826,1,0.5,0.8000000000000002,0.6507352941176471,0.04269662921348315,0.1111111111111111,0.24094881398252185,0.0027976075631873432,0.009950248756218905,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.17241379310344826,0.25139664804469275,0.8993963782696178,0.8620689655172414,0.6000000000000001,0.08,0.5555555555555556,0.6086956521739131,1.0,0.0,0.4310344827586207,0.07789473684210527,0.25,0.3,0.836734693877551,0.47000000000000003,0.2,0.3333333333333333,0.1092436974789916,1,0.5,0.4,0.8161764705882353,0.15168539325842698,0.0,0.5942571785268415,0.0018329153000192938,0.0472636815920398,0.6666666666666661,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.6206896551724137,0.7039106145251397,0.4084507042253521,0.24137931034482757,0.8,0.18,0.7777777777777777,0.30434782608695654,1.0,0.21428571428571427,0.7758620689655172,0.9663157894736842,0.0,0.13,0.9591836734693877,0.96,0.8,0.3333333333333333,0.2554621848739496,1,0.0,0.8000000000000002,0.30882352941176466,0.5662921348314607,0.16666666666666666,0.24968789013732834,0.0014470383947520738,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
